Customer,Invoice_Date,Due_Date, Amount ,Is_Paid,Invoice age, Outstanding amount ,Status,Overdue flag,Aging Bucket
Delta Retail,19-03-26,18-04-26," 12,391.64 ",FALSE,50," 12,391.64 ",Unpaid,Overdue,31-60
Horizon Media,07-04-26,07-05-26," 19,748.06 ",TRUE,31, -   ,Paid,Not Overdue,31-60
Summit Manufacturing,30-04-26,30-05-26," 13,774.25 ",FALSE,8," 13,774.25 ",Unpaid,Not Overdue,0-30
Apex Logistics,02-01-26,01-02-26," 11,207.61 ",FALSE,126," 11,207.61 ",Unpaid,Overdue,90+
Apex Logistics,27-02-26,29-03-26," 18,395.59 ",TRUE,70, -   ,Paid,Not Overdue,61-90
Apex Logistics,11-03-26,10-04-26," 14,408.90 ",TRUE,58, -   ,Paid,Not Overdue,31-60
Delta Retail,13-02-26,15-03-26," 14,000.79 ",TRUE,84, -   ,Paid,Not Overdue,61-90
Global Tech Corp,16-03-26,15-04-26," 5,697.43 ",TRUE,53, -   ,Paid,Not Overdue,31-60
Horizon Media,22-01-26,21-02-26," 14,947.41 ",FALSE,106," 14,947.41 ",Unpaid,Overdue,90+
Horizon Media,04-03-26,03-04-26," 11,735.22 ",TRUE,65, -   ,Paid,Not Overdue,61-90
Horizon Media,02-02-26,04-03-26," 23,217.16 ",TRUE,95, -   ,Paid,Not Overdue,90+
Delta Retail,23-01-26,22-02-26," 20,596.35 ",TRUE,105, -   ,Paid,Not Overdue,90+
